cust_id,cust_name,dob,gender,account_no,account_type,branch_code,balance,currency,txn_id,txn_amount,txn_type,txn_date,loan_id,loan_amount,loan_status,interest_rate,credit_score,email,city,state,country
1738,John ,09-20-23,Male,14024733,current,,38174.99997,,824291,7080.484331,credit,04-12-22,8246,23129.09463,,14.8157903,407,,,,India
1612,Alice,07-23-20,F,31636437,CUR,,39886.07768,,190925,12558.27332,DR,10-29-22,5000,133122.8497,,13.98144171,859,,Delhi,,
1942,John ,03-07-20,F,60275547,,BR01,29679.89009,,690669,35378.60582,,04-10-20,6922,248601.2018,,14.52665428,495,,Pune,,USA
1461,Sneha,02-03-24,F,10019675,CUR,BR01,54244.34075,INR,723756,22379.70733,DR,05-22-22,7788,209969.3427,,8.861363985,282,invalid,Mumbai,DL,India
1642,John ,09-30-21,F,35239821,CUR,BR02,84310.32544,USD,342330,-5350.982407,debit,09-16-20,8157,95918.0573,active,12.86928106,610,,,MH,USA
1768,Rahul,10-11-21,,36133385,current,BR02,16160.47969,,950181,-8918.259462,DR,03-17-20,8645,166907.4559,active,11.19897952,579,invalid,Mumbai,,India
1004,Sneha,02-05-24,Female,50365237,CUR,BR02,93115.46907,USD,113731,-3860.069228,debit,09-20-20,7367,363853.185,active,5.827350831,761,,,DL,USA
1217,Rahul,10-22-23,M,62569705,current,,67354.20364,USD,486791,14629.92282,credit,12-07-23,6424,334628.5463,closed,13.23980389,320,,Mumbai,MH,USA
1502,Bob,12-27-22,Male,14464344,saving,BR01,81443.68733,USD,591874,45991.57502,debit,06-16-20,5381,35907.29188,,11.77101276,562,,Mumbai,,India
1766,Sneha,01-05-20,,87906501,,,53400.02273,,675312,28244.14887,debit,08-03-22,6741,373657.9128,,6.989173595,328,,Mumbai,,
1397,,04-13-23,M,22310059,CUR,,76849.25365,INR,741000,38109.55399,,09-05-20,8688,26522.9406,,5.797385574,418,invalid,Pune,,USA
1870,John ,10-29-22,,10566088,current,,-3298.958279,USD,201121,17982.47567,DR,02-09-21,8389,271463.1945,,13.37022131,429,test@gmail.com,Delhi,,USA
1794,Alice,01-23-22,,90836396,SAV,BR01,80929.9446,INR,365976,11699.96499,,09-18-22,6826,130031.374,closed,5.789018295,877,invalid,Pune,,India
1392,NULL,10-24-22,Male,50113379,CUR,,-785.419796,INR,656620,-3495.977637,CR,05-05-22,6273,293845.0638,,5.913538654,509,test@gmail.com,Mumbai,,USA
1206,John ,07-22-22,Female,20151607,saving,,88440.90452,,112467,42555.98133,debit,03-14-22,6548,130664.198,,9.274082879,735,test@gmail.com,,MH,USA
1014,John ,02-02-21,F,75500778,saving,,99156.08846,,141025,36989.60174,CR,06-08-22,8746,492478.9848,,6.347978284,254,,Mumbai,,
1857,Bob,09-22-22,Female,10658003,SAV,BR02,25877.08353,,244179,87.08585586,,09-02-21,6578,154864.0919,active,14.13669597,546,test@gmail.com,Delhi,,USA
1553,,10-04-21,Male,10805113,current,BR02,17083.44841,,177994,20735.63383,DR,01-19-21,5897,120980.3178,closed,9.702839363,869,invalid,Pune,DL,
1891,NULL,07-27-23,Male,71183416,CUR,BR02,75363.15321,,194202,19242.48848,,03-25-23,8694,139232.6455,,10.69150981,609,,Delhi,,USA
1460,Sneha,05-10-21,Male,19322004,current,,21567.7658,INR,667769,27505.49316,DR,11-17-23,5716,448236.4286,active,14.28106089,366,test@gmail.com,,DL,USA
1690,Sneha,08-29-22,M,15028035,saving,BR01,85884.05023,USD,495797,46771.21364,DR,08-03-20,8967,318109.4143,closed,10.30263226,606,invalid,Delhi,MH,
1574,Sneha,03-26-21,Female,21551409,current,BR01,5798.472177,,699406,24786.28651,credit,12-21-23,8327,365342.0487,active,8.53591146,688,test@gmail.com,Pune,MH,
1863,Rahul,06-12-20,Female,30811680,saving,BR02,8225.29562,USD,486154,22413.03601,debit,06-13-21,7354,459005.255,,12.97155106,580,test@gmail.com,,,
1742,Rahul,11-28-20,,25433222,current,BR02,97810.91329,USD,544854,-6980.624024,,03-24-23,8215,455936.2424,,9.428501975,774,,Delhi,MH,USA
1240,Alice,07-23-21,,87456782,SAV,BR02,65753.08432,,748002,-6225.551439,DR,12-20-21,8729,369472.9233,,8.184694256,437,,Pune,MH,
1563,NULL,08-28-20,,68835615,,,83923.15857,USD,848987,1240.80748,,01-18-21,5390,98912.21442,closed,12.23229459,530,invalid,Pune,,USA
1095,Sneha,04-26-20,Male,42382711,SAV,BR02,29054.58462,INR,260185,-8051.753698,,05-02-21,8884,421686.6603,,13.01605677,760,,Mumbai,DL,USA
1899,Rahul,12-23-20,Female,83317578,SAV,,66030.7937,,184363,34601.17373,DR,12-04-23,6699,101888.0171,closed,12.91716168,715,,Delhi,,USA
1733,Alice,06-02-21,Male,22834263,,BR01,57395.39187,USD,425188,33399.81824,CR,05-13-23,8240,371449.407,active,14.77674414,364,,,,India
1484,,07-13-22,M,40647215,,,58330.76261,,311027,-1836.625934,debit,05-12-23,8037,342801.5333,closed,12.86666949,485,,Mumbai,,
1406,Alice,02-12-21,,89232916,CUR,,66665.90825,INR,373958,40164.73405,debit,05-17-21,7345,379444.4251,,12.69933436,587,invalid,Delhi,,India
1230,Rahul,06-24-22,Male,76006681,CUR,,55412.71318,INR,461484,-712.8379092,credit,04-06-23,5232,266342.8404,,13.57485254,771,,Delhi,DL,
1748,Bob,11-22-21,Male,63873131,SAV,,40051.54878,USD,372168,8070.53522,credit,07-30-23,6926,319363.0911,,5.001851953,448,invalid,,,USA
1654,Bob,10-05-21,M,37758455,SAV,,23971.88291,,818648,4938.61395,credit,12-21-22,7318,476660.0402,active,8.624314112,299,,Mumbai,,USA
1170,Sneha,01-08-24,F,53627391,saving,,75701.03975,USD,995668,12338.42591,debit,05-06-20,8131,50544.29709,closed,12.37603096,391,,Mumbai,DL,
1540,Bob,03-17-23,Female,61844408,saving,BR02,18758.60515,USD,682124,5279.825953,CR,02-11-23,6319,154423.6374,active,10.99719011,777,,,DL,
1035,Sneha,04-14-21,F,63889337,CUR,,67697.20215,,369579,19337.05559,debit,04-25-20,8538,305678.5065,,6.775720026,763,invalid,Mumbai,,
1524,Sneha,12-07-20,,56389268,CUR,BR02,19499.94638,USD,355095,14444.47288,debit,02-02-22,8306,482027.0651,,8.037330891,279,,Pune,,India
1159,Rahul,09-11-22,Male,38046417,saving,BR02,60659.66785,INR,957033,49194.16945,debit,06-05-22,7724,47787.22383,,8.367926111,331,test@gmail.com,,,
1838,Bob,06-07-23,M,95749316,saving,,73443.21805,,581632,-6644.418992,debit,11-29-21,5705,11274.61077,,10.67828111,280,,Delhi,DL,USA
1698,Sneha,07-26-20,M,37512406,current,,17964.95834,,361176,-1469.117417,CR,08-18-21,5233,27874.79924,,13.31598296,582,invalid,,MH,
1242,NULL,01-02-22,Female,55516505,current,,1294.04659,,483015,-6830.446365,credit,07-15-22,6391,26202.84323,closed,14.3249178,426,,Pune,DL,India
1085,,03-10-23,F,25851428,saving,BR02,8752.243014,,349717,27550.4717,,04-17-22,8766,453907.9289,,12.50092413,619,test@gmail.com,,,
1795,Alice,02-01-24,Female,22155863,current,BR02,58629.68156,USD,758767,-6729.443355,credit,09-27-20,7892,360628.954,closed,13.4295039,796,invalid,Delhi,,
1577,Alice,10-09-22,Male,23981528,,BR01,84191.87265,USD,985375,40186.38424,credit,08-05-21,6255,338553.1831,closed,9.700959585,784,,Delhi,,
1681,Rahul,05-02-21,Female,50956756,CUR,BR01,-275.3337703,INR,132940,20716.31784,,02-09-20,6896,261286.4101,active,8.897753196,355,invalid,,,India
1556,Bob,04-01-21,M,73467903,CUR,BR02,72085.8822,,629954,21620.45747,debit,10-03-20,7538,390976.3085,,8.927085321,346,test@gmail.com,,MH,
1573,Bob,03-23-20,M,34723448,saving,BR01,30838.45782,,399266,23695.67046,CR,10-25-21,8690,77823.99638,closed,11.16038528,479,,Pune,DL,
1952,Sneha,08-11-21,,97384488,SAV,BR01,45245.47884,INR,256164,248.8223784,CR,11-26-21,7550,195970.5949,,6.242367056,476,,Pune,MH,USA
1645,John ,11-25-20,,15403252,saving,BR02,92530.25273,,306717,1861.418187,credit,12-02-22,5889,245002.1254,,10.79494183,620,invalid,Delhi,MH,India
1795,Sneha,02-14-23,Male,38204739,current,BR02,29857.008,INR,463334,9129.039372,,01-29-24,8806,55204.74884,,11.6513286,349,test@gmail.com,Mumbai,,
1027,,02-01-24,F,60422654,SAV,,43860.37806,USD,462612,25609.78495,DR,12-20-20,5591,209756.8547,,9.389087402,694,,Mumbai,MH,
1619,NULL,06-14-23,Female,14151785,current,BR02,-3563.34645,,126505,2607.066556,debit,05-28-23,5745,158250.8896,,14.53167177,717,test@gmail.com,Mumbai,,USA
1555,Alice,01-01-21,Male,39489478,,BR02,3567.865601,,661001,-3020.096372,credit,10-24-20,8452,17791.0729,closed,11.08213272,304,invalid,Mumbai,,
1339,Sneha,04-13-22,,69509024,current,,22152.11707,USD,547603,48207.01319,CR,03-19-23,6719,68367.70136,,7.199994722,444,test@gmail.com,Delhi,,India
1797,John ,09-05-22,Female,60538135,,,-2075.514714,,929601,-8681.091111,,05-27-20,5427,382018.4116,,9.792162574,769,,Mumbai,MH,
1957,John ,03-01-20,,47192252,,,61294.40924,,304354,38161.84432,,12-30-21,7744,9018.954752,active,11.75404437,673,test@gmail.com,Mumbai,,
1330,Sneha,11-14-22,Female,80393185,current,,39771.82746,,701799,37282.10897,credit,12-29-20,7693,467126.6495,,8.236291246,564,invalid,,MH,
1639,Rahul,05-24-22,F,27456057,current,,52555.24629,USD,926954,7832.846831,DR,02-12-22,5731,43212.31622,,5.796416063,377,,Mumbai,DL,USA
1505,Alice,08-25-23,Male,58515114,,BR02,13337.95452,,312204,-1862.40304,CR,07-03-20,5799,399619.0471,,10.83435635,281,test@gmail.com,,,USA
1347,Rahul,09-09-21,Female,32197928,SAV,,26072.86309,,350694,-1262.281198,credit,09-27-23,7411,449308.2705,closed,14.47870169,342,test@gmail.com,Delhi,,
1472,NULL,03-04-20,M,54882342,,,64701.56986,,349836,31845.89703,DR,10-16-22,5201,470567.7924,,9.850719856,768,,,,
1230,John ,03-18-21,M,97338581,CUR,BR01,96356.78598,,858849,28568.39547,,12-01-21,7929,433738.5117,,14.06109081,507,,Pune,,India
1189,John ,10-14-21,Female,85542704,,,293.7612282,USD,985829,36964.74046,debit,04-07-23,7193,143775.0197,,13.35023588,469,,,,
1224,,02-08-20,Female,62777488,SAV,BR02,88490.35369,,628168,46248.87034,CR,12-15-23,5835,166543.5657,closed,6.474127836,355,,Mumbai,,
1384,NULL,05-24-21,Female,92249313,CUR,BR02,55572.52614,,536670,31515.6418,CR,09-22-20,7686,213272.8493,,12.08169922,797,test@gmail.com,,MH,
1376,John ,07-20-23,M,92572229,saving,BR01,54211.55451,USD,667827,-648.9078069,DR,10-28-20,8528,69648.3447,closed,9.354655251,665,,,DL,India
1282,NULL,11-06-23,M,41770093,saving,,47529.2462,,340056,4606.557006,credit,10-13-21,5134,11136.22753,active,7.502463253,806,,Delhi,MH,USA
1957,Alice,02-15-23,Female,99338053,SAV,,2286.37902,,319057,40531.62385,,04-26-21,7673,434560.8071,,11.86938356,558,invalid,Delhi,,
1632,Bob,03-14-22,,23609569,,,4437.069432,USD,639087,2558.36455,DR,01-12-21,6287,277064.3581,,12.42660719,615,test@gmail.com,Mumbai,DL,India
1627,John ,11-26-20,,78488768,current,,58095.76059,,607800,-5648.660983,debit,04-08-20,7111,304361.4711,active,6.798963187,770,invalid,Pune,DL,USA
1972,,06-04-23,F,50907604,SAV,,30800.65,INR,204843,32196.80324,debit,09-23-20,7538,463494.2374,,14.14444682,708,test@gmail.com,Pune,DL,India
1744,Alice,11-18-20,Male,78546052,CUR,BR02,91313.14699,USD,543942,14151.58133,debit,02-24-22,8718,332560.0891,,12.51147244,848,,,DL,USA
1258,Sneha,05-17-20,,45210753,CUR,BR02,37692.00642,USD,148784,45202.40315,DR,05-11-21,5040,345426.7522,active,14.33375499,619,invalid,Pune,,
1358,NULL,07-22-21,M,44093077,saving,,10044.55316,INR,213034,29015.30427,,09-30-21,8367,393484.3242,,8.170732188,580,invalid,Delhi,,India
1709,Sneha,12-05-23,,36737775,CUR,,70045.47752,,534044,-4574.861333,CR,11-20-23,8074,58174.22493,,14.39335016,891,,Mumbai,DL,
1455,Rahul,12-08-22,F,64856769,SAV,,25802.10925,,824886,46871.39404,credit,07-19-20,5912,180081.0766,active,8.685176578,260,,Mumbai,DL,India
1410,Alice,12-20-21,F,26374601,CUR,BR01,50174.38227,USD,154362,5513.435818,CR,09-08-22,6729,484103.9639,,5.539697614,756,,Delhi,,USA
1648,Sneha,11-08-23,Male,88326927,SAV,,68272.44248,USD,153997,10232.74942,,04-02-21,5974,461465.0391,closed,12.62969389,668,test@gmail.com,Mumbai,MH,India
1317,John ,12-17-21,,33689071,current,,89527.73168,,281413,14135.62482,CR,01-19-24,6133,442037.6482,,12.03508144,371,,,MH,
1676,NULL,11-06-21,M,70910677,saving,,78180.07545,,512289,-6926.542216,DR,05-18-21,8292,226044.2552,,10.97910992,484,,Mumbai,MH,
1224,Bob,03-14-23,M,50104523,CUR,,66017.91213,,464543,19790.92533,debit,03-03-21,8441,428596.4768,,9.898937444,580,test@gmail.com,Pune,,India
1818,Alice,03-18-23,Female,34567790,SAV,,66361.48415,USD,900981,-2600.890535,,11-13-20,7415,24197.94097,,5.321652703,792,invalid,Mumbai,MH,
1233,John ,10-07-21,M,63698471,,BR01,94322.08762,USD,943352,14058.2196,,05-17-22,6459,74258.71213,,11.24597252,597,test@gmail.com,Mumbai,DL,
1683,,11-19-22,Male,88107941,saving,,26061.53024,INR,840686,11042.58728,CR,01-30-24,7965,206983.8492,,9.168346152,661,test@gmail.com,Delhi,,
1663,Rahul,08-30-22,Male,62499002,current,,-4883.230109,,568731,36370.40501,DR,12-24-20,8075,241696.0333,active,10.60209403,473,test@gmail.com,Delhi,,
1974,NULL,05-05-21,M,49993954,SAV,,23555.22874,,884752,38190.2307,CR,07-22-21,7040,131753.5768,closed,9.29321342,402,,Pune,MH,
1826,Alice,04-20-20,M,98934079,current,,17878.59486,,513532,-795.2270567,CR,12-05-20,5243,178238.3354,closed,14.66056133,461,test@gmail.com,Delhi,,
1373,Alice,05-30-23,Female,64716658,current,BR01,64492.63144,,257255,11993.07124,,06-29-22,7949,81388.05051,,11.04108901,341,test@gmail.com,Pune,DL,USA
1671,Bob,11-13-21,M,31595966,CUR,,61539.71798,,980292,12401.18966,CR,03-13-22,5165,244567.0159,active,12.49236331,580,test@gmail.com,,MH,
1607,Bob,09-24-23,Female,69544511,CUR,,57313.44518,,648912,-915.3733638,debit,02-14-23,6049,396921.6464,active,14.36346947,716,,Pune,DL,India
1471,,01-11-22,Female,47026182,SAV,,-3294.438463,USD,817875,37907.2103,CR,06-13-22,8466,330680.1968,closed,10.91599323,890,invalid,Mumbai,,
1232,Rahul,05-14-20,M,46319763,,BR01,71521.69572,,859072,32433.6997,debit,10-11-22,6497,53896.12368,active,5.120625178,803,invalid,Pune,DL,USA
1691,,08-18-23,F,68401945,SAV,BR02,28970.69331,,578997,1422.907178,,04-04-21,8088,243790.8017,,5.342916783,477,invalid,,DL,
1112,John ,04-27-21,F,86085630,,BR01,64830.87885,INR,670993,12003.31452,DR,12-20-23,5727,348823.1914,,12.02338434,443,invalid,Mumbai,DL,
1829,John ,03-16-23,Female,46185155,current,,53440.73499,,713614,-3651.698509,debit,08-07-20,6115,264947.6483,active,7.790851362,779,,Pune,DL,India
1496,,01-19-22,M,38997485,saving,,30986.74717,INR,519972,27692.39583,DR,05-03-23,5482,195837.7983,,10.79379727,492,,Delhi,,India
1441,Rahul,02-28-21,F,27642355,SAV,,9130.508046,,946822,-2717.684527,DR,01-26-21,7590,310957.2106,,7.022771811,638,test@gmail.com,Delhi,MH,USA
1563,,08-20-22,M,93261653,SAV,BR01,4913.984254,,168369,49156.05012,debit,10-31-21,8276,484319.3327,closed,7.702488751,525,,Delhi,DL,India
1267,Rahul,11-14-21,M,87076110,,,82309.42498,,301893,36840.92448,,08-26-22,8573,47453.95488,,10.04641056,699,invalid,Pune,MH,
1509,Rahul,12-11-21,M,84652023,current,,91431.74192,INR,371733,13414.31298,credit,05-23-21,7978,195008.0304,active,14.75569463,888,,Pune,,
1806,Sneha,07-19-22,,15384935,current,,63227.74491,,737300,24713.83594,DR,01-20-23,7447,203302.9265,closed,11.16270489,836,test@gmail.com,,DL,India
1385,NULL,02-19-20,M,22155092,,BR01,5860.58206,,959613,44680.50897,DR,05-14-21,6230,288483.6552,,14.36148105,823,test@gmail.com,Mumbai,DL,
1386,Rahul,01-11-20,,24514254,current,BR02,37212.85777,,800146,23245.95682,,03-16-23,7666,76087.30094,closed,14.59379854,727,invalid,Mumbai,,
1112,Bob,01-21-22,Female,29678933,CUR,BR02,71538.61601,,850046,469.9091839,,07-15-20,8217,88321.51494,active,7.081099964,729,invalid,Mumbai,MH,
1612,Rahul,08-11-23,F,33063155,saving,,76881.19282,USD,747999,12722.20133,CR,09-20-22,7926,142680.693,,8.111936025,537,invalid,Mumbai,,
1624,Rahul,08-07-22,F,33593741,SAV,,7412.955341,INR,176425,40588.6919,,02-12-22,7148,477935.0216,,12.69992281,789,,Pune,DL,
1951,Rahul,05-22-20,F,96097818,saving,,-4996.774521,,596297,28652.78096,DR,04-03-21,5879,367054.2906,,13.66764002,579,test@gmail.com,Pune,,USA
1080,Sneha,10-05-20,F,49247228,SAV,BR01,69774.38982,INR,640282,29043.46306,debit,01-09-24,5829,330846.6508,,10.19226744,719,invalid,,,India
1698,Sneha,10-11-23,F,69010024,CUR,,32442.59848,INR,211915,42009.28914,credit,01-08-21,8951,408478.8437,,14.93226067,783,,Mumbai,DL,USA
1112,John ,09-21-20,F,79748793,current,,21720.53982,INR,485105,43638.38345,CR,11-04-22,8312,63788.23446,closed,5.115721988,716,test@gmail.com,Pune,MH,USA
1001,Sneha,02-22-23,F,13133211,,BR01,-3645.765672,,583414,45187.55431,debit,04-29-22,7024,429666.4099,,7.995926556,669,test@gmail.com,Pune,MH,USA
1641,Bob,11-24-22,Female,21616152,CUR,BR01,51731.43771,,204672,-4309.048405,credit,10-13-21,8994,297416.3569,,11.23161754,857,,Pune,DL,
1219,Bob,12-10-20,M,11726199,saving,,84370.82722,INR,913071,22647.56012,credit,02-21-21,5758,167664.5037,,9.692899109,371,test@gmail.com,Pune,,
1565,Sneha,07-10-23,Male,22756935,,BR02,95551.32286,USD,379349,34430.57127,credit,06-13-23,5162,407927.6279,,6.166029664,557,invalid,Mumbai,DL,
1854,,09-11-23,,15071915,current,BR02,54403.21981,INR,418821,35415.61071,debit,08-23-23,8955,401282.2672,,8.677870855,583,invalid,Mumbai,,
1996,NULL,04-09-20,Male,42005216,CUR,BR01,49018.43941,USD,132930,26402.97212,CR,08-13-23,6196,422854.2909,active,5.254471433,669,,Pune,,
1735,Sneha,06-18-23,Male,77552809,,,3930.920476,INR,173313,7.24011102,CR,08-09-21,7549,57758.95005,,11.42746046,575,test@gmail.com,Delhi,MH,
1224,Rahul,04-25-21,M,83418978,CUR,BR02,52631.64416,,849211,37845.23324,credit,09-04-22,7594,484680.6225,closed,13.92742543,898,test@gmail.com,,,
1384,Alice,02-14-22,M,60352901,CUR,,34897.80329,INR,213153,33206.68001,debit,01-19-24,6307,479813.0769,active,13.84874124,822,,Mumbai,,India
1402,NULL,02-03-23,M,12276787,current,BR02,58749.20449,INR,585725,-4831.853707,credit,10-10-23,8430,178734.8228,closed,11.99544474,499,invalid,Mumbai,,
1637,NULL,12-05-20,F,70974870,SAV,BR02,35816.26653,,904748,17828.58948,,07-04-20,7428,32947.00911,closed,9.657701955,344,,Delhi,DL,India
1129,Bob,04-27-21,Female,51245272,,,20231.40796,USD,332911,438.6439713,CR,04-22-21,7917,83527.83473,closed,10.12031619,545,invalid,Mumbai,,
1052,NULL,08-23-20,F,33278769,current,,4971.353899,,196058,10248.62274,DR,05-01-22,7952,496415.4127,active,6.36918824,433,test@gmail.com,Delhi,MH,
1683,Sneha,02-18-21,Female,25342276,CUR,BR02,28066.43668,USD,187876,-8915.134468,credit,09-10-22,6995,281506.4716,active,8.410170931,509,test@gmail.com,Delhi,MH,
1729,Rahul,01-14-24,Female,44829066,current,BR02,5147.7076,,709654,14019.7921,,01-29-23,6934,178310.8994,,6.877280755,435,,Pune,,India
1671,Rahul,11-11-21,Male,79863927,SAV,,13574.17984,INR,637691,22992.61527,CR,04-02-23,6556,144101.3469,active,13.21200203,658,test@gmail.com,Mumbai,MH,USA
1709,John ,05-23-20,Male,11228807,,,98670.29665,,442196,27174.95557,debit,08-20-23,8891,128495.8677,,14.14753901,318,,,DL,USA
1415,Rahul,07-21-21,Female,35288599,SAV,BR02,41630.87348,,872838,29809.42071,CR,01-17-20,8234,332076.3825,closed,10.36923261,876,,Delhi,,
1246,Rahul,04-20-21,Female,65495163,saving,BR02,50846.53548,USD,361420,40177.47879,debit,01-19-21,8049,209693.9158,,12.27764041,257,invalid,,DL,
1835,Bob,01-26-21,F,59840603,,,86729.94552,,577843,2927.774437,debit,01-14-21,7656,482705.3497,active,6.214647709,514,,Pune,DL,USA
1438,Rahul,09-12-23,F,42134440,SAV,BR02,99534.73455,USD,435639,-2771.090654,credit,12-19-23,5306,341921.5153,closed,11.08534643,733,test@gmail.com,Mumbai,DL,
1202,John ,06-02-20,Male,74825507,CUR,,56185.01718,USD,263004,41092.23031,credit,03-13-23,6362,396022.2955,active,12.02791021,866,,Pune,DL,
1183,Alice,12-18-23,M,51156180,,,80309.75121,,458234,-603.2311064,CR,07-22-22,7102,146370.7743,,9.527681295,620,,Pune,,
1122,Sneha,12-02-23,Female,81572022,,,29328.80756,USD,398845,48485.60488,,02-09-22,8030,39593.20455,active,7.432730845,332,test@gmail.com,,,
1400,Bob,07-31-21,F,85912072,current,BR01,27103.11553,,496601,40552.29376,CR,01-01-24,5332,243911.4187,active,13.77374521,895,,,DL,India
1766,Alice,01-23-23,Male,45823502,CUR,,37283.8907,,876684,20052.59635,DR,07-22-21,7174,157290.7733,closed,12.4290872,460,,Delhi,DL,
1293,Bob,02-26-23,F,47967791,saving,,65613.26258,USD,681529,48885.2855,debit,11-16-20,7752,101041.5825,,13.99857282,562,,Mumbai,MH,USA
1279,,03-04-22,Female,17640167,SAV,BR01,66630.12737,USD,765727,-4157.396254,debit,12-25-21,5242,476321.0654,active,13.18402647,853,,Pune,MH,India
1836,NULL,06-06-23,Female,96717649,current,BR02,28100.14064,INR,165030,8183.945671,credit,01-24-22,6884,221994.1072,,14.9037443,586,,Delhi,,USA
1883,,09-09-21,,17322153,SAV,BR01,8987.042034,USD,801865,28293.4649,,03-29-22,7647,87354.29602,active,6.921727332,739,,Delhi,MH,India
1609,Rahul,12-03-21,M,53391803,saving,,61401.60693,USD,264404,11000.41211,credit,03-20-21,8919,99325.32634,active,5.867477678,652,invalid,Pune,,India
1197,Alice,05-24-20,,46073939,saving,,8474.21553,INR,307397,45702.35312,DR,04-03-23,6432,140354.8712,,8.370027913,888,test@gmail.com,Pune,,
1981,Rahul,05-25-23,Male,61588363,,,55741.71336,INR,579702,-6062.434709,CR,02-14-23,7550,499658.1341,closed,6.29004175,440,,Delhi,,
1906,NULL,07-11-21,F,52023297,saving,,67809.32345,,518779,22964.70992,CR,08-31-22,8798,134005.7503,,10.23130113,584,,Pune,,
1510,Bob,06-12-21,Male,28303750,SAV,,68564.20712,USD,205185,25451.97604,,07-01-20,7651,164400.9023,closed,11.33028905,771,test@gmail.com,Pune,MH,India
1751,NULL,11-18-20,Female,94710223,CUR,,74114.57162,,136404,29163.68743,credit,10-07-20,5302,329664.064,closed,10.78288615,868,,,,
1143,John ,05-22-20,,67678210,CUR,,86650.23926,,155182,5339.9734,credit,03-30-20,8535,146980.6882,closed,7.592401354,336,invalid,Mumbai,MH,USA
1608,NULL,05-06-21,,93110764,,,47495.69416,INR,395135,11873.98565,DR,08-24-22,5234,107902.1255,active,14.08824031,828,invalid,Delhi,,USA
1200,John ,02-04-23,,64134634,SAV,BR02,71676.1649,,728889,40620.83178,CR,12-03-20,8767,79318.59332,,5.211723637,311,,Pune,,
1123,NULL,06-14-21,Male,73442983,SAV,,60013.13721,,803023,1696.566138,credit,07-24-23,8109,156341.3325,active,8.480133538,636,,Delhi,DL,
1186,Sneha,01-26-23,Female,40284261,saving,,14597.19368,,952318,39612.07083,,12-22-22,7186,52957.84481,,12.18992475,395,,Mumbai,,USA
1325,John ,05-13-22,F,77480480,SAV,BR01,-2302.587289,USD,746290,23759.32537,CR,04-26-20,5194,9323.293207,,12.66928926,402,invalid,Delhi,,USA
1463,Alice,01-27-22,F,28737371,current,BR02,24876.8455,INR,445992,35731.25067,DR,03-09-20,6550,402320.8487,closed,9.161185444,868,invalid,Delhi,,
1348,Rahul,09-04-20,Male,72344320,saving,,41518.53917,USD,944124,32816.44198,,07-02-23,6792,68947.47121,,5.169098133,598,test@gmail.com,Delhi,DL,USA
1770,Rahul,08-08-21,,19163766,current,,59796.12417,USD,325461,2450.689723,debit,01-01-20,5646,387988.4249,,11.18043679,427,,,,
1659,,11-08-21,M,95655047,,BR02,84245.7297,INR,923932,24128.76419,DR,02-07-21,7048,398771.2395,active,5.630946812,736,,Mumbai,,
1763,Rahul,09-21-22,Male,91560164,CUR,,15605.80025,USD,920217,42063.38917,,07-08-21,5560,268959.7632,active,6.078557762,496,invalid,Mumbai,,USA
1954,Bob,06-22-23,Male,69636639,,,8182.727939,INR,708434,15926.97421,credit,08-29-21,6119,154840.9792,closed,11.5025072,503,,Delhi,DL,
1931,Sneha,10-24-20,Female,43833647,CUR,BR01,96165.39448,,588195,47995.44621,debit,07-05-22,5712,72516.36687,active,8.124883261,749,,Delhi,MH,India
1402,NULL,10-21-22,F,12843236,,,6344.678735,USD,672285,17132.90601,DR,03-18-20,5412,368402.5534,active,8.480301527,790,test@gmail.com,Mumbai,,India
1345,,11-12-20,Male,22126467,SAV,BR01,45241.56236,INR,631458,-1432.8618,credit,05-11-21,5537,300693.493,,9.86807077,601,invalid,Pune,,India
1962,Bob,12-26-22,Male,84488797,current,BR01,56484.19152,,244375,13366.0808,debit,10-08-20,6878,327726.7282,,14.78578395,761,invalid,,DL,USA
1510,Bob,10-02-22,,66366866,CUR,,51844.3142,USD,433887,47102.14438,CR,10-19-21,7476,4334.544923,active,14.65442221,262,,Mumbai,,
1146,John ,02-18-21,,41853087,saving,,4033.376488,,571068,9183.25096,credit,03-05-20,5234,463758.5079,,9.162609994,808,,Delhi,,USA
1147,Rahul,03-18-23,M,32362925,current,BR01,987.8259704,INR,135187,42085.88959,,07-12-23,7396,33145.09372,,7.654992172,400,test@gmail.com,Pune,DL,
1863,Alice,03-19-22,Female,40781302,saving,BR02,6075.759883,USD,820394,42875.0409,DR,01-09-21,6779,183402.9426,closed,8.025921527,299,,Pune,,
1710,Alice,02-05-24,M,94464768,current,BR02,56486.70681,USD,757253,11011.19146,debit,12-17-20,6893,201355.8248,,7.687812982,464,invalid,Pune,,USA
1819,,11-19-22,,59439294,current,,52156.2132,USD,769113,-5004.540517,credit,11-22-20,6504,677.762249,closed,10.32245807,893,invalid,,DL,India
1488,Sneha,03-23-20,F,81335020,,,19542.78316,,138090,33473.47455,CR,11-17-20,6862,248544.6547,active,11.06859808,621,,,MH,
1928,Alice,08-22-22,,75972086,CUR,BR02,61966.28489,INR,569984,8690.737941,DR,04-28-21,7443,376404.4973,closed,9.887793882,362,,Mumbai,MH,
1935,NULL,03-10-21,Female,60122260,CUR,,81107.08772,,945844,36975.41686,DR,02-08-20,6374,411634.3266,,9.079943622,501,test@gmail.com,Mumbai,MH,USA
